repo,number,title,author,mergedBy
wagtail/wagtail,7063,"Remove the comment formset if the management form is missing","emilytoppm","gasman"
wagtail/wagtail,7069,"Redirect to parent page when a child page is deleted from its listing view","Tijani-Dia","kaedroho"
wagtail/wagtail,7077,"Fix #7007: Add ancestor_of API filter ","jaap3","kaedroho"
wagtail/wagtail,7082,"Avoid evaluating StreamField media on startup","gasman","kaedroho"
wagtail/wagtail,7093,"Fix BooleanBlock for telepath","gasman","kaedroho"
wagtail/wagtail,7122,"Implement telepath adapter for HalloRichTextArea","gasman","kaedroho"
wagtail/wagtail,713,"Fix typo in wagtailforms.forms.FormBuilder.formfields","nimasmi","kaedroho"
wagtail/wagtail,714,"Search: Added new deduplication method Fixes #710","kaedroho","gasman"
wagtail/wagtail,715,"Search: Search fields can be overridden again. Fixes #709","kaedroho","gasman"
wagtail/wagtail,719,"Clear wagtail_site_root_paths on Site delete","kaedroho","gasman"
wagtail/wagtail,7212,"Hide comment notifications checkbox when commenting is disabled","kaedroho","gasman"
wagtail/wagtail,7253,"Reinstate BaseLogEntry.comment property","gasman","gasman"
wagtail/wagtail,7288,"Include form media on account settings page","gasman","gasman"
wagtail/wagtail,730,"Treat MPO formatted images like JPEG","kaedroho","gasman"
wagtail/wagtail,7315,"Use `select_related` when viewing the Site History report","zerolab","gasman"
wagtail/wagtail,7324,"Add missing max_length on temporary thumbnail_url migration","gasman","gasman"
wagtail/wagtail,738,"Use specific page class in all admin actions. Fixes #737","kaedroho","gasman"
wagtail/wagtail,7388,"Add a style fallback to avoid invalid inline styles","tomkins","lb-"
wagtail/wagtail,7408,"Makes the title of ModelAdmin items into links","SaptakS","thibaudcolas"
wagtail/wagtail,7427,"Handle cache_until being returned as a string in oembed responses","gasman","gasman"
wagtail/wagtail,7512,"fix warning message for disabling workflow task view","lb-","lb-"
wagtail/wagtail,7538,"Add missing bind_to call to PreviewOnEdit, fixes #7537","th3hamm0r","lb-"
wagtail/wagtail,7570,"add check for correct search_fields on pages","lb-","lb-"
wagtail/wagtail,7579,"add ability to customise the pre-filled document title","lb-","lb-"
wagtail/wagtail,7590,"Set the bound field label of FieldPanel with the heading argument","jeromelebleu","lb-"
wagtail/wagtail,7591,"Change 'comments' relation name to avoid collisions","gasman","gasman"
wagtail/wagtail,7669,"Add new field `alias_of` to default endpoint fields","scientia-ac-labore","kaedroho"
wagtail/wagtail,767,"Don't clobber latest_revision_created_at when publishing pages","kaedroho","gasman"
wagtail/wagtail,769,"Don't update descendant urls if slug not updated. Fixes #735","kaedroho","gasman"
wagtail/wagtail,7701,"Fix stray bulk action checkboxes on non-explorer page listings","gasman","gasman"
wagtail/wagtail,7702,"Fix bulk page publishing","gasman","gasman"
wagtail/wagtail,7703,"Ensure csrf token is available on dashboard panels","gasman","lb-"
wagtail/wagtail,7752,"Feature: Upgrade notification 2 - LTS","tbrlpld","lb-"
wagtail/wagtail,7844,"Slim sidebar UI and accessibility fixes, plus mobile support","thibaudcolas","kaedroho"
wagtail/wagtail,7850,"Restore support for sqlite without fts5 extension","gasman","gasman"
wagtail/wagtail,7855,"Make API representation of Page.alias_of more consistent","kaedroho","gasman"
wagtail/wagtail,7861,"Slim sidebar UI and accessibility fixes – take two","thibaudcolas","thibaudcolas"
wagtail/wagtail,7864,"Switch slim sidebar to be on by default","thibaudcolas","gasman"
wagtail/wagtail,7896,"Fix #7884 Redirects: 'target page route' with non-RoutablePageMixin pages","ababic","gasman"
wagtail/wagtail,7922,"Remove the Hallo Editor - now provided as an external package","lb-","lb-"
wagtail/wagtail,7925,"Improve performance of new private pages in API functionality","kaedroho","gasman"
wagtail/wagtail,7933,"Add unsaved fields to FormBuilder.formfields with clean name as key","jams2","lb-"
wagtail/wagtail,7937,"Refine alias page logging","zerolab","lb-"
wagtail/wagtail,7956,"Add new version fo Wagtail Space docs banner. Fix #6089","thibaudcolas","gasman"
wagtail/wagtail,7984,"Sync tree: cascade unpublish, move and delete","zerolab","kaedroho"
wagtail/wagtail,799,"Use DjangoJSONEncoder for encoding form submissions. Fixes #798","kaedroho","gasman"
wagtail/wagtail,8006,"forms - remove unidecode and legacy clean name approach","lb-","gasman"
wagtail/wagtail,8008,"Form Builder - allow subclasses to override form field get clean name","lb-","lb-"
wagtail/wagtail,8021,"Replace `data_json` `TextField` with `data` `JSONField` in `BaseLogEntry`","laymonage","emilytoppm"
wagtail/wagtail,808,"Convert P images with transparency into RGBA","kaedroho","kaedroho"
wagtail/wagtail,8101,"Follow-up fixes from documentation parser switch (recommonmark -> MyST)","thibaudcolas","thibaudcolas"
wagtail/wagtail,8104,"Fix query search in filtered image admin listing","ParitoshKabra","lb-"
wagtail/wagtail,811,"Render missing images within rich text as broken images, rather than throwing IOError during rendering","gasman","kaedroho"
wagtail/wagtail,8122,"Pinterest embed support","Dharma-09","lb-"
wagtail/wagtail,8155,"3183: alternate image backend for AbstractRendition","eevelweezel","lb-"
wagtail/wagtail,8166,"Added image management command to purge and regenerate renditions","Hitansh-Shah","lb-"
wagtail/wagtail,8171,"Add help text messages for tags based on the value of TAG_SPACES_ALLOWED","amajai","lb-"
wagtail/wagtail,8175,"InlinePanel.get_comparison passes label as field_label","sandilsranasinghe","lb-"
wagtail/wagtail,8189,"Use newline method to separate choices in form builder choices field","amajai","lb-"
wagtail/wagtail,8210,"Add ValidationError if tag is larger than 100 characters","vupham04","lb-"
wagtail/wagtail,822,"Fix unicode error with admin widgets","mx-moth","kaedroho"
wagtail/wagtail,8268,"Renaming base url setting","sandilsranasinghe","lb-"
wagtail/wagtail,8270,"fixed thumb_col_header_text in ThumnailMixin","jstacoder","lb-"
wagtail/wagtail,8310,"Fully replace legacy sidebar implementation with slim sidebar","thibaudcolas","thibaudcolas"
wagtail/wagtail,8371,"Add base_url_path functionality for ModelAdmin","vupham04","lb-"
wagtail/wagtail,8382,"migrate Home (dashboard) to class based view","lb-","lb-"
wagtail/wagtail,8385,"Added full_url field for image rendition","PaarthAgarwal","lb-"
wagtail/wagtail,8396,"Fix release notes and updatemodulepaths to cover coreutils module rename","gasman","gasman"
wagtail/wagtail,840,"Make search view accept ""page"" GET parameter","kaedroho","zerolab"
wagtail/wagtail,842,"Various fixes to copy revisions","kaedroho","gasman"
wagtail/wagtail,8473,"Add missing can_reorder_children() check, fixes #8458","th3hamm0r","lb-"
wagtail/wagtail,8571,"Use `GenericForeignKey` and `GenericRelation` for `Revision`","laymonage","kaedroho"
wagtail/wagtail,8574,"Snippets bulk actions","KIRA009","kaedroho"
wagtail/wagtail,8623,"Add breadcrumbs and new Page Editor side panels to Snippets views","laymonage","kaedroho"
wagtail/wagtail,8648,"Added new get_primary_button_for_obj() to ButtonHelper (#8261)","th3hamm0r","lb-"
wagtail/wagtail,8676,"Correctly handle missing WAGTAILADMIN_BASE_URL setting","gasman","lb-"
wagtail/wagtail,8689,"Move page chooser changes","viggo-devries","lb-"
wagtail/wagtail,8697,"Update human-readable-date with accessible tooltip","berndfourdigits","lb-"
wagtail/wagtail,8708,"Turn off SQLite `legacy_alter_table` before running `Revision` migration","laymonage","kaedroho"
wagtail/wagtail,8786,"Remove custom treebeard MP_Node patch","zerolab","gasman"
wagtail/wagtail,8800,"Revert ""Add legacy and new status tags to the pattern library"" #8665","lb-","lb-"
wagtail/wagtail,8801,"Bump beautifulsoup4 to 4.11.x","gasman","gasman"
wagtail/wagtail,8812,"Fixed #7374 -- Consolidate usage of Excel libraries","jaap3","lb-"
wagtail/wagtail,8861,"replaced latin abbreviations with english phrases","Dolidodzik","lb-"
wagtail/wagtail,8862,"Adopt shared header in Form submissions listing","PaarthAgarwal","lb-"
wagtail/wagtail,8865,"Cleanup for slim header in page listing","laymonage","thibaudcolas"
wagtail/wagtail,8895,"Added translate button to header actions dropdown along with some cleanup","PaarthAgarwal","lb-"
wagtail/wagtail,8925,"Adopt new designs for the authentication pages (log in, password reset, etc)","PaarthAgarwal","lb-"
wagtail/wagtail,8930,"Implement max length UI for RichTextField, with identical client & server character count. Fix #2268","thibaudcolas","gasman"
wagtail/wagtail,8933,"Remove `DeleteMenuItem` in `PageActionMenu`","laymonage","kaedroho"
wagtail/wagtail,8940,"fix issue for string representation of FormSubmission","lb-","gasman"
wagtail/wagtail,8948,"Fix MySQL search on Django 4.1","chosak","lb-"
wagtail/wagtail,8949,"Allow reviewing or reverting to a page's initial revision","chosak","lb-"
wagtail/wagtail,8985,"Avoid assuming an integer PK named 'id' on multiple upload views","gasman","lb-"
wagtail/wagtail,9007,"Fixed init method of legacy BaseSetting class, fixes #8996, fixes #9006","th3hamm0r","lb-"
wagtail/wagtail,9009,"Fix DocumentChooserBlock deconstruction for custom document models","gasman","gasman"
wagtail/wagtail,9056,"Only show locale filter in choosers when i18n is enabled in settings","gasman","lb-"
wagtail/wagtail,9059,"Clear existing preview data on initial load of the create/edit view","laymonage","lb-"
wagtail/wagtail,9090,"Improve side panels’ resizing in page editor and listings, and breadcrumbs alignment. Fix #9036","stevedya","thibaudcolas"
wagtail/wagtail,9093,"Change AbstractForm to a mixin class","mehrdadmoradii","lb-"
wagtail/wagtail,91,"Don't send notifications to inactive users","kaedroho","gasman"
wagtail/wagtail,9114,"Refactoring wagtail.users.views.users.index into a class based view","mehrdadmoradii","lb-"
wagtail/wagtail,9119,"Improve locked_by-filter for locked pages report, fixes #9116","th3hamm0r","gasman"
wagtail/wagtail,9133,"Writing unit tests for the classnames template tag","mehrdadmoradii","lb-"
wagtail/wagtail,9141,"Refactoring wagtail.users.views.users.create into a class based view","mehrdadmoradii","lb-"
wagtail/wagtail,9147,"Allow customising snippet listing columns with list_display","laymonage","gasman"
wagtail/wagtail,9153,"Applied new design for delete buttons","PaarthAgarwal","lb-"
wagtail/wagtail,9161,"Fixed FilterFieldError in image search","th3hamm0r","lb-"
wagtail/wagtail,9176,"Show draft/live status tags on snippet history only if `DraftStateMixin` is applied","laymonage","gasman"
wagtail/wagtail,9194,"Revert chooser button labels to ""Choose another X""","gasman","lb-"
wagtail/wagtail,9196,"Refactoring wagtail.users.views.users.delete into a class based view ","mehrdadmoradii","lb-"
wagtail/wagtail,9217,"Add missing gettext calls to site settings","th3hamm0r","lb-"
wagtail/wagtail,9221,"Changing object.id to object.pk and using `quote` to handle non-url-s…","mehrdadmoradii","lb-"
wagtail/wagtail,9236,"Ensure ""recent edits"" panel works when page record is missing","gasman","lb-"
wagtail/wagtail,9240,"Ensure all panels output their own help_text","gasman","thibaudcolas"
wagtail/wagtail,9345,"Implement new minimap component for forms with side panels. Fix #8673","thibaudcolas","thibaudcolas"
wagtail/wagtail,9348,"Add missing asterisk to title field placeholder. Fix #9028","Seremba","thibaudcolas"
wagtail/wagtail,9369,"Removed the extra dot from wagtail version number in admin","Lovelyfin00","lb-"
wagtail/wagtail,939,"Don't normalise query strings on search. Fixes #937","kaedroho","gasman"
wagtail/wagtail,9393,"Adding xmlns attribute in all icon files","vicky1312","thibaudcolas"
wagtail/wagtail,940,"End Python 3.2 support. Fixes #931","kaedroho","kaedroho"
wagtail/wagtail,942,"Ensure title and seo_title are not whitespace","frankwiles","kaedroho"
wagtail/wagtail,945,"Update to treebeard 3.0. Fixes #930","kaedroho","gasman"
wagtail/wagtail,9518,"Fix scheduled publishing dialog with custom `settings_panels`","laymonage","gasman"
wagtail/wagtail,9533,"Issue#3589 check for raw in signal handlers ","salty-ivy","lb-"
wagtail/wagtail,957,"Stop missing panels from displaying as stray unlabelled fields - fixes #338 and #922","gasman","kaedroho"
wagtail/wagtail,9572,"Fix `WagtailImageField.to_python()` with `TemporaryUploadedFile`s","zerolab","gasman"
wagtail/wagtail,9618,"Add the missing kwargs to the send_mail helper #5899","bengosney","lb-"
wagtail/wagtail,9628,"Add missing log information for wagtail.schedule.cancel","th3hamm0r","laymonage"
wagtail/wagtail,964,"Deprecate the base_model parameter on InlinePanel - fixes #405","gasman","kaedroho"
wagtail/wagtail,9709,"Extract revision and draft state logic from generic views into mixins","laymonage","gasman"
wagtail/wagtail,9721,"Refactor Status tag styles into UI component #8656 ","salty-ivy","lb-"
wagtail/wagtail,9726,"Remain on the edit view when saving a snippet draft","laymonage","gasman"
wagtail/wagtail,9735,"Lock snippets when scheduled for publishing if `LockableMixin` is applied","laymonage","gasman"
wagtail/wagtail,974,"Fixed precision of ""fill"" operation resizing. Fixes #968","kaedroho","kaedroho"
wagtail/wagtail,9814,"Refactor Avatar styles into UI component","salty-ivy","lb-"
wagtail/wagtail,9862,"Fix check for `delete_url_name` attribute in generic `DeleteView`","gasman","gasman"
wagtail/wagtail,9864,"Fix ""User {0} created"" message","gasman","gasman"
wagtail/wagtail,990,"Fix Error serving documents with Django Cache Middleware enabled [#983]","zerolab","kaedroho"
wagtail/wagtail,9905,"Rich text toolbar refinements from usability testing. Fix #9281","thibaudcolas","thibaudcolas"
wagtail/wagtail,9920,"Fix warning message in icon template tag and update obsolete `class_name` usages","laymonage","gasman"
wagtail/wagtail,9922,"Fix failing workflow tests due to revision creation date collision","laymonage","gasman"
wagtail/wagtail,9923,"Fix header search","laymonage","gasman"
wagtail/wagtail,9934,"Respect selected collection when adding documents or images (NEW)","salty-ivy","lb-"
wagtail/wagtail,9946,"Allow manual lock even if `WorkflowLock` is currently applied","laymonage","laymonage"
wagtail/wagtail,997,"Use BASE_URL in password reset email if available - fixes #841","gasman","zerolab"
wagtail/wagtail,9973,"Fix image rendition migration handling for Django 4.2(-prerelease)","gasman","gasman"
wagtail/wagtail,9974,"Fix Django 5.0 compatibility issues","laymonage","gasman"
wagtail/wagtail,9975,"fixed formating of -> in Stimulus controller usage","Lovelyfin00","lb-"
wagtail/wagtail,9976,"Exclude `latest_revision` when copying objects for translation","laymonage","gasman"
